0,283824 	 0,651379 	 0,842945 
0,532391 	 0,135880 	 0,848219 
0,254749 	 0,396712 	 0,203621 
0,959041 	 0,082182 	 0,094459 
0,108578 	 0,479277 	 0,510018 
0,090186 	 0,422338 	 0,244081 
0,176890 	 0,776157 	 0,653955 
0,841768 	 0,819095 	 0,498880 
0,072447 	 0,190077 	 0,189043 
0,080232 	 0,156154 	 0,615875 
0,566316 	 0,862294 	 0,356217 
0,587419 	 0,154259 	 0,200085 
0,556329 	 0,432951 	 0,578359 
0,925028 	 0,180537 	 0,623695 
0,092753 	 0,029561 	 0,357090 
0,597045 	 0,298152 	 0,998018 
0,322631 	 0,503054 	 0,223466 
0,911762 	 0,447752 	 0,626217 
0,652349 	 0,847937 	 0,073654 
0,551319 	 0,952747 	 0,844268 
